Status,Is_Dropout,Course_Name,Gender_Label,Age_at_enrollment,Age_Group,Scholarship_Label,Tuition_Label,Debtor_Label,Marital_Label,Admission_grade,Previous_qualification_grade,Curricular_units_1st_sem_approved,Curricular_units_2nd_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_grade,Sem1_Approved_Group,Sem2_Approved_Group,Sem2_Grade_Group,Unemployment_rate,GDP
Dropout,1,Equinculture,Laki-laki,37,>25 Tahun,Tidak,Tepat Waktu,Tidak,Menikah,110.0,110.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),16.2,-0.92
Graduate,0,Advertising & Marketing Mgmt,Perempuan,26,>25 Tahun,Ya,Tepat Waktu,Tidak,Lajang,142.3,120.0,6,5,13.333333333333334,14.5,4-6 Unit,4-6 Unit,Tinggi (15-20),10.8,1.74
Enrolled,0,Social Service,Perempuan,21,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,122.0,130.0,1,5,10.0,11.4,1-3 Unit,4-6 Unit,Sedang (11-14),12.7,-1.7
Graduate,0,Veterinary Nursing,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,153.6,158.0,6,6,15.666666666666666,15.285714285714286,4-6 Unit,4-6 Unit,Tinggi (15-20),8.9,3.51
Graduate,0,Basic Education,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,112.9,122.0,7,7,11.857142857142858,11.857142857142858,7+ Unit,7+ Unit,Sedang (11-14),16.2,-0.92
Graduate,0,Veterinary Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,124.1,140.0,5,5,14.5,13.6,4-6 Unit,4-6 Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Social Service,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,129.7,136.0,6,6,12.166666666666666,13.714285714285714,4-6 Unit,4-6 Unit,Sedang (11-14),15.5,-4.06
Graduate,0,Journalism & Communication,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,110.0,111.0,5,6,12.6,12.0,4-6 Unit,4-6 Unit,Sedang (11-14),11.1,2.02
Enrolled,0,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,136.3,145.0,7,7,12.285714285714286,12.285714285714286,7+ Unit,7+ Unit,Sedang (11-14),12.7,-1.7
Graduate,0,Social Service,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Memiliki Tunggakan,Lajang,146.0,133.1,6,6,12.666666666666666,13.0,4-6 Unit,4-6 Unit,Sedang (11-14),8.9,3.51
Dropout,1,Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,129.9,140.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),16.2,-0.92
Graduate,0,Tourism,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,140.9,140.0,6,4,12.857142857142858,13.0,4-6 Unit,4-6 Unit,Sedang (11-14),12.7,-1.7
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Menikah,135.5,156.0,7,7,13.9,13.9,7+ Unit,7+ Unit,Sedang (11-14),12.7,-1.7
Graduate,0,Nursing,Perempuan,20,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,122.0,132.0,7,7,13.817142857142857,13.817142857142857,7+ Unit,7+ Unit,Sedang (11-14),10.8,1.74
Graduate,0,Oral Hygiene,Perempuan,22,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,140.0,140.0,6,7,13.314285714285717,12.875,4-6 Unit,7+ Unit,Sedang (11-14),8.9,3.51
Dropout,1,Equinculture,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,163.0,164.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),7.6,0.32
Graduate,0,Tourism,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,107.4,113.0,6,6,12.166666666666666,12.166666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),12.4,1.79
Dropout,1,Tourism,Perempuan,20,20-22 Tahun,Ya,Menunggak,Tidak,Lajang,114.3,122.0,4,3,11.25,11.333333333333334,4-6 Unit,1-3 Unit,Sedang (11-14),7.6,0.32
Enrolled,0,Communication Design,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,140.8,150.0,5,6,12.4,12.75,4-6 Unit,4-6 Unit,Sedang (11-14),10.8,1.74
Graduate,0,Journalism & Communication,Perempuan,20,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,126.3,135.0,6,6,14.666666666666666,14.571428571428571,4-6 Unit,4-6 Unit,Tinggi (15-20),8.9,3.51
Dropout,1,Veterinary Nursing,Perempuan,28,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,110.0,133.1,4,4,12.0,12.0,4-6 Unit,4-6 Unit,Sedang (11-14),11.1,2.02
Graduate,0,Veterinary Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,126.2,122.0,6,3,14.0,12.666666666666666,4-6 Unit,1-3 Unit,Sedang (11-14),12.4,1.79
Enrolled,0,Agronomy,Perempuan,22,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,140.0,140.0,6,4,12.571428571428571,13.666666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),15.5,-4.06
Graduate,0,Veterinary Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,123.0,138.0,6,6,15.538461538461538,12.625,4-6 Unit,4-6 Unit,Sedang (11-14),15.5,-4.06
Dropout,1,Journalism & Communication,Perempuan,18,<20 Tahun,Tidak,Menunggak,Tidak,Lajang,157.0,130.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),13.9,0.79
Graduate,0,Equinculture,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,149.7,157.0,6,6,15.0,14.833333333333334,4-6 Unit,4-6 Unit,Tinggi (15-20),8.9,3.51
Graduate,0,Equinculture,Perempuan,22,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,140.0,140.0,4,5,12.25,13.285714285714286,4-6 Unit,4-6 Unit,Sedang (11-14),12.7,-1.7
Graduate,0,Veterinary Nursing,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,170.0,170.0,11,9,15.692307692307692,15.555555555555555,7+ Unit,7+ Unit,Tinggi (15-20),8.9,3.51
Graduate,0,Management (Evening),Perempuan,24,23-25 Tahun,Ya,Tepat Waktu,Tidak,Lajang,130.2,150.0,5,5,12.285714285714286,12.75,4-6 Unit,4-6 Unit,Sedang (11-14),16.2,-0.92
Enrolled,0,Animation & Multimedia Design,Perempuan,22,20-22 Tahun,Tidak,Tepat Waktu,Memiliki Tunggakan,Lajang,135.5,146.0,12,11,11.833333333333334,11.25,7+ Unit,7+ Unit,Sedang (11-14),11.1,2.02
Enrolled,0,Social Service (Evening),Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,118.3,120.0,6,5,12.166666666666666,14.0,4-6 Unit,4-6 Unit,Sedang (11-14),12.7,-1.7
Graduate,0,Oral Hygiene,Perempuan,20,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,116.3,118.0,7,8,11.88888888888889,11.95625,7+ Unit,7+ Unit,Sedang (11-14),12.7,-1.7
Dropout,1,Social Service (Evening),Perempuan,35,>25 Tahun,Tidak,Menunggak,Tidak,Menikah,120.0,120.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),10.8,1.74
Graduate,0,Advertising & Marketing Mgmt,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,154.7,154.0,5,5,11.8,12.6,4-6 Unit,4-6 Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Social Service,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,132.7,139.0,6,6,11.166666666666666,11.666666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,130.8,136.0,7,8,14.05714285714286,14.6,7+ Unit,7+ Unit,Tinggi (15-20),16.2,-0.92
Dropout,1,Tourism,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,122.7,130.0,4,4,11.75,10.0,4-6 Unit,4-6 Unit,Rendah (1-10),7.6,0.32
Enrolled,0,Social Service,Perempuan,31,>25 Tahun,Tidak,Tepat Waktu,Tidak,Menikah,130.0,133.1,6,6,13.166666666666666,13.0,4-6 Unit,4-6 Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Social Service,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,123.6,133.0,6,6,13.5,14.0,4-6 Unit,4-6 Unit,Sedang (11-14),15.5,-4.06
Graduate,0,Nursing,Perempuan,20,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,116.5,143.0,7,8,12.625,13.0625,7+ Unit,7+ Unit,Sedang (11-14),15.5,-4.06
Dropout,1,Veterinary Nursing,Perempuan,21,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,111.1,117.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),15.5,-4.06
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,136.3,145.0,7,7,13.971428571428572,13.971428571428572,7+ Unit,7+ Unit,Sedang (11-14),12.7,-1.7
Dropout,1,Communication Design,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,129.8,134.0,2,0,11.0,0.0,1-3 Unit,0 Unit,Tidak Lulus (0),9.4,-3.12
Graduate,0,Management (Evening),Perempuan,33,>25 Tahun,Tidak,Tepat Waktu,Tidak,Menikah,134.7,170.0,5,5,12.8,15.333333333333334,4-6 Unit,4-6 Unit,Tinggi (15-20),10.8,1.74
Enrolled,0,Advertising & Marketing Mgmt,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,131.8,143.0,6,5,13.571428571428571,12.8,4-6 Unit,4-6 Unit,Sedang (11-14),12.4,1.79
Dropout,1,Animation & Multimedia Design,Perempuan,18,<20 Tahun,Ya,Menunggak,Tidak,Lajang,126.8,140.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),12.7,-1.7
Enrolled,0,Veterinary Nursing,Perempuan,21,20-22 Tahun,Tidak,Tepat Waktu,Memiliki Tunggakan,Lajang,130.7,131.0,2,4,11.5,11.0,1-3 Unit,4-6 Unit,Sedang (11-14),10.8,1.74
Enrolled,0,Tourism,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,109.8,115.0,4,4,11.25,12.0,4-6 Unit,4-6 Unit,Sedang (11-14),10.8,1.74
Graduate,0,Management (Evening),Perempuan,28,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,133.9,130.0,5,5,13.714285714285714,13.142857142857142,4-6 Unit,4-6 Unit,Sedang (11-14),16.2,-0.92
Dropout,1,Management,Perempuan,29,>25 Tahun,Tidak,Menunggak,Tidak,Menikah,109.9,130.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),12.7,-1.7
Dropout,1,Equinculture,Perempuan,36,>25 Tahun,Tidak,Menunggak,Memiliki Tunggakan,Lajang,160.0,160.0,6,3,12.0,14.666666666666666,4-6 Unit,1-3 Unit,Tinggi (15-20),12.4,1.79
Graduate,0,Social Service (Evening),Perempuan,32,>25 Tahun,Ya,Tepat Waktu,Tidak,Lajang,106.5,133.1,6,6,12.666666666666666,13.333333333333334,4-6 Unit,4-6 Unit,Sedang (11-14),12.7,-1.7
Enrolled,0,Nursing,Perempuan,25,23-25 Tahun,Ya,Tepat Waktu,Tidak,Lajang,120.0,130.0,7,7,13.29,13.29,7+ Unit,7+ Unit,Sedang (11-14),9.4,-3.12
Enrolled,0,Management (Evening),Perempuan,33,>25 Tahun,Tidak,Tepat Waktu,Tidak,Menikah,107.8,140.0,8,9,10.375,10.444444444444445,7+ Unit,7+ Unit,Sedang (11-14),7.6,0.32
Dropout,1,Social Service (Evening),Perempuan,34,>25 Tahun,Tidak,Menunggak,Tidak,Menikah,100.0,133.1,3,1,12.0,13.0,1-3 Unit,1-3 Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Social Service (Evening),Perempuan,33,>25 Tahun,Tidak,Tepat Waktu,Tidak,Menikah,112.5,150.0,5,6,11.4,11.166666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Dropout,1,Management (Evening),Perempuan,29,>25 Tahun,Tidak,Menunggak,Memiliki Tunggakan,Lajang,135.5,140.0,2,3,13.25,12.6,1-3 Unit,1-3 Unit,Sedang (11-14),16.2,-0.92
Dropout,1,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,145.0,145.0,6,0,13.861666666666666,0.0,4-6 Unit,0 Unit,Tidak Lulus (0),12.4,1.79
Graduate,0,Journalism & Communication,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,119.0,126.0,6,6,12.166666666666666,12.142857142857142,4-6 Unit,4-6 Unit,Sedang (11-14),15.5,-4.06
Graduate,0,Social Service,Perempuan,38,>25 Tahun,Tidak,Tepat Waktu,Tidak,Menikah,130.0,130.0,4,6,13.75,14.5,4-6 Unit,4-6 Unit,Tinggi (15-20),16.2,-0.92
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,126.3,135.0,6,6,15.433333333333332,15.433333333333332,4-6 Unit,4-6 Unit,Tinggi (15-20),7.6,0.32
Graduate,0,Social Service (Evening),Perempuan,39,>25 Tahun,Ya,Tepat Waktu,Tidak,Cerai,113.5,133.1,6,6,13.833333333333334,15.5,4-6 Unit,4-6 Unit,Tinggi (15-20),11.1,2.02
Graduate,0,Management (Evening),Perempuan,37,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,120.0,120.0,12,11,11.833333333333334,11.363636363636363,7+ Unit,7+ Unit,Sedang (11-14),12.7,-1.7
Dropout,1,Oral Hygiene,Perempuan,32,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,111.3,120.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),16.2,-0.92
Dropout,1,Social Service,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,130.2,147.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),10.8,1.74
Enrolled,0,Oral Hygiene,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,140.2,149.0,7,8,12.333333333333334,12.625,7+ Unit,7+ Unit,Sedang (11-14),12.7,-1.7
Graduate,0,Communication Design,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,113.9,124.0,6,6,11.166666666666666,12.166666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Veterinary Nursing,Perempuan,23,23-25 Tahun,Ya,Tepat Waktu,Tidak,Lajang,99.0,133.1,6,6,14.666666666666666,12.428571428571429,4-6 Unit,4-6 Unit,Sedang (11-14),8.9,3.51
Enrolled,0,Management,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,124.0,125.0,5,4,11.2,11.75,4-6 Unit,4-6 Unit,Sedang (11-14),10.8,1.74
Graduate,0,Social Service,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,138.9,141.0,6,6,13.714285714285714,14.166666666666666,4-6 Unit,4-6 Unit,Tinggi (15-20),13.9,0.79
Graduate,0,Management,Laki-laki,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,130.0,131.0,5,5,12.8,11.444444444444445,4-6 Unit,4-6 Unit,Sedang (11-14),10.8,1.74
Graduate,0,Journalism & Communication,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,120.8,118.0,4,5,13.25,11.8,4-6 Unit,4-6 Unit,Sedang (11-14),12.4,1.79
Dropout,1,Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,127.8,129.0,6,6,13.78,13.78,4-6 Unit,4-6 Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,126.0,136.0,7,7,15.11,15.11,7+ Unit,7+ Unit,Tinggi (15-20),10.8,1.74
Graduate,0,Social Service,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,126.0,134.0,4,5,11.0,11.2,4-6 Unit,4-6 Unit,Sedang (11-14),10.8,1.74
Graduate,0,Nursing,Perempuan,20,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,138.5,153.0,7,7,15.798571428571426,15.798571428571426,7+ Unit,7+ Unit,Tinggi (15-20),10.8,1.74
Graduate,0,Nursing,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,119.4,119.0,7,8,13.775714285714288,15.599999999999998,7+ Unit,7+ Unit,Tinggi (15-20),12.4,1.79
Graduate,0,Nursing,Perempuan,24,23-25 Tahun,Tidak,Tepat Waktu,Tidak,Cerai,101.5,140.0,7,7,12.16,12.16,7+ Unit,7+ Unit,Sedang (11-14),10.8,1.74
Dropout,1,Oral Hygiene,Perempuan,24,23-25 Tahun,Tidak,Tepat Waktu,Tidak,Cerai,101.5,133.1,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),10.8,1.74
Graduate,0,Journalism & Communication,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,126.2,130.0,6,6,14.333333333333334,15.5,4-6 Unit,4-6 Unit,Tinggi (15-20),12.4,1.79
Enrolled,0,Communication Design,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,129.8,128.0,6,3,11.833333333333334,13.333333333333334,4-6 Unit,1-3 Unit,Sedang (11-14),9.4,-3.12
Enrolled,0,Veterinary Nursing,Perempuan,18,<20 Tahun,Tidak,Menunggak,Tidak,Lajang,138.4,145.0,6,6,14.833333333333334,12.5,4-6 Unit,4-6 Unit,Sedang (11-14),8.9,3.51
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,129.3,146.0,7,7,14.2,14.2,7+ Unit,7+ Unit,Tinggi (15-20),12.7,-1.7
Graduate,0,Veterinary Nursing,Perempuan,21,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,113.1,119.0,5,5,12.2,13.2,4-6 Unit,4-6 Unit,Sedang (11-14),10.8,1.74
Graduate,0,Basic Education,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,144.3,160.0,4,5,13.0,13.666666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,141.0,144.0,7,7,12.485714285714286,12.485714285714286,7+ Unit,7+ Unit,Sedang (11-14),12.7,-1.7
Graduate,0,Veterinary Nursing,Perempuan,22,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,130.0,130.0,6,6,17.0,16.285714285714285,4-6 Unit,4-6 Unit,Tinggi (15-20),11.1,2.02
Graduate,0,Social Service,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,117.5,122.0,5,6,10.8,10.166666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),8.9,3.51
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,131.8,153.0,6,6,14.716666666666669,14.716666666666669,4-6 Unit,4-6 Unit,Tinggi (15-20),7.6,0.32
Enrolled,0,Veterinary Nursing,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,133.7,147.0,2,5,13.5,11.4,1-3 Unit,4-6 Unit,Sedang (11-14),10.8,1.74
Enrolled,0,Nursing,Perempuan,24,23-25 Tahun,Ya,Tepat Waktu,Tidak,Lajang,115.4,121.0,7,7,11.971428571428572,11.971428571428572,7+ Unit,7+ Unit,Sedang (11-14),12.7,-1.7
Enrolled,0,Veterinary Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,129.1,134.0,3,4,12.0,13.5,1-3 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Social Service (Evening),Perempuan,34,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,135.5,133.0,6,6,12.333333333333334,11.666666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),10.8,1.74
Graduate,0,Veterinary Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,112.4,118.0,6,6,15.307692307692308,13.875,4-6 Unit,4-6 Unit,Sedang (11-14),15.5,-4.06
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,130.8,137.0,6,6,12.666666666666666,12.666666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,131.6,143.0,7,8,14.368,14.44875,7+ Unit,7+ Unit,Tinggi (15-20),15.5,-4.06
Graduate,0,Nursing,Perempuan,25,23-25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,140.8,123.0,7,7,12.084285714285716,12.084285714285716,7+ Unit,7+ Unit,Sedang (11-14),10.8,1.74
Enrolled,0,Veterinary Nursing,Perempuan,21,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,140.0,140.0,8,8,12.25,12.2,7+ Unit,7+ Unit,Sedang (11-14),12.4,1.79
Enrolled,0,Tourism,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,114.2,118.0,5,5,12.2,11.6,4-6 Unit,4-6 Unit,Sedang (11-14),16.2,-0.92
Graduate,0,Social Service,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,127.3,142.0,4,6,11.0,11.5,4-6 Unit,4-6 Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Social Service (Evening),Perempuan,28,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,115.0,115.0,5,5,12.8,11.0,4-6 Unit,4-6 Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Kumpul Kebo,118.8,131.0,7,7,11.857142857142858,11.857142857142858,7+ Unit,7+ Unit,Sedang (11-14),12.7,-1.7
Graduate,0,Tourism,Perempuan,41,>25 Tahun,Tidak,Tepat Waktu,Tidak,Menikah,125.0,130.0,6,5,12.285714285714286,13.0,4-6 Unit,4-6 Unit,Sedang (11-14),8.9,3.51
Dropout,1,Basic Education,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,111.5,133.1,3,4,12.333333333333334,13.5,1-3 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Social Service,Perempuan,21,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,124.2,134.0,4,4,11.25,11.4,4-6 Unit,4-6 Unit,Sedang (11-14),15.5,-4.06
Dropout,1,Social Service,Perempuan,41,>25 Tahun,Tidak,Tepat Waktu,Memiliki Tunggakan,Cerai,130.0,130.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),11.1,2.02
Dropout,1,Communication Design,Perempuan,32,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,120.0,133.1,2,1,16.0,16.0,1-3 Unit,1-3 Unit,Tinggi (15-20),7.6,0.32
Graduate,0,Social Service (Evening),Perempuan,29,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,110.0,114.0,6,6,11.666666666666666,11.0,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Enrolled,0,Oral Hygiene,Perempuan,24,23-25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,113.3,130.0,5,7,12.4,12.15,4-6 Unit,7+ Unit,Sedang (11-14),12.4,1.79
Enrolled,0,Oral Hygiene,Perempuan,22,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,123.5,128.0,6,8,10.744444444444444,11.8375,4-6 Unit,7+ Unit,Sedang (11-14),12.7,-1.7
Dropout,1,Social Service,Perempuan,21,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,101.0,133.1,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),15.5,-4.06
Dropout,1,Nursing,Perempuan,39,>25 Tahun,Tidak,Tepat Waktu,Tidak,Menikah,120.9,133.1,4,4,12.0,12.5625,4-6 Unit,4-6 Unit,Sedang (11-14),11.1,2.02
Enrolled,0,Veterinary Nursing,Perempuan,44,>25 Tahun,Ya,Menunggak,Tidak,Cerai,154.6,140.0,4,2,12.75,10.0,4-6 Unit,1-3 Unit,Rendah (1-10),8.9,3.51
Enrolled,0,Management,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,120.2,117.0,2,2,10.0,11.0,1-3 Unit,1-3 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Nursing,Perempuan,21,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,146.5,139.0,12,12,13.417391304347827,13.417391304347827,7+ Unit,7+ Unit,Sedang (11-14),7.6,0.32
Graduate,0,Journalism & Communication,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,160.1,159.0,6,6,15.166666666666666,14.857142857142858,4-6 Unit,4-6 Unit,Tinggi (15-20),7.6,0.32
Graduate,0,Agronomy,Perempuan,34,>25 Tahun,Tidak,Tepat Waktu,Memiliki Tunggakan,Lajang,150.0,140.0,5,5,13.833333333333334,12.5,4-6 Unit,4-6 Unit,Sedang (11-14),16.2,-0.92
Graduate,0,Veterinary Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,135.8,140.0,5,4,13.333333333333334,14.8,4-6 Unit,4-6 Unit,Tinggi (15-20),7.6,0.32
Enrolled,0,Animation & Multimedia Design,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Memiliki Tunggakan,Lajang,143.8,135.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),12.7,-1.7
Dropout,1,Basic Education,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,116.8,121.0,3,3,11.666666666666666,10.666666666666666,1-3 Unit,1-3 Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Veterinary Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,113.9,124.0,5,6,15.0,13.428571428571429,4-6 Unit,4-6 Unit,Sedang (11-14),16.2,-0.92
Enrolled,0,Nursing,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,118.0,131.0,7,7,13.242857142857144,13.242857142857144,7+ Unit,7+ Unit,Sedang (11-14),12.7,-1.7
Dropout,1,Equinculture,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,150.2,160.0,1,2,13.0,12.5,1-3 Unit,1-3 Unit,Sedang (11-14),12.7,-1.7
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,115.1,120.0,6,7,13.075,12.05,4-6 Unit,7+ Unit,Sedang (11-14),12.4,1.79
